mapel,kehadiran,nilai_mapel,hasil_akhir
biologi_11,100,96,pass
biologi_11,87,73,pass
biologi_11,100,94,pass
biologi_11,100,82,pass
biologi_11,80,89,pass
biologi_11,80,85,pass
biologi_11,60,89,pass
biologi_11,100,89,pass
biologi_11,70,70,pass
biologi_11,100,91,pass
biologi_11,60,73,pass
biologi_11,80,77,pass
biologi_11,87,93,pass
biologi_11,100,89,pass
biologi_11,100,94,pass
biologi_11,60,94,pass
biologi_11,60,72,pass
biologi_11,100,88,pass
fisika_11,96,81,pass
fisika_11,97,79,pass
fisika_11,89,75,pass
fisika_11,95,67,pass
fisika_11,92,79,pass
fisika_11,34,67,recourse
fisika_11,32,53,recourse
fisika_11,98,80,pass
fisika_11,89,57,pass
fisika_11,93,81,pass
fisika_11,91,65,pass
fisika_11,89,79,pass
fisika_11,97,80,pass
fisika_11,74,75,pass
fisika_11,92,76,pass
fisika_11,51,50,recourse
fisika_11,98,77,pass
fisika_11,97,81,pass
fisika_11,97,73,pass
fisika_11,98,81,pass
fisika_11,97,71,pass
fisika_11,98,77,pass
fisika_11,88,79,pass
fisika_11,85,78,pass
fisika_11,96,79,pass
fisika_11,25,70,recourse
fisika_11,94,80,pass
fisika_11,40,70,recourse
fisika_11,50,66,recourse
fisika_11,97,83,pass
fisika_11,95,75,pass
fisika_11,97,82,pass
fisika_11,97,82,pass
fisika_11,81,64,pass
fisika_11,99,76,pass
geografi_11,29,30,recourse
geografi_11,100,83,pass
geografi_11,82,74,recourse
geografi_11,100,84,pass
geografi_11,76,84,pass
geografi_11,82,72,pass
geografi_11,76,79,pass
geografi_11,47,79,recourse
geografi_11,71,73,recourse
geografi_11,82,70,pass
geografi_11,76,83,recourse
geografi_11,35,68,recourse
geografi_11,53,34,recourse
geografi_11,76,60,recourse
geografi_11,94,86,pass
geografi_11,85,70,pass
geografi_11,75,87,pass
geografi_11,82,85,pass
geografi_11,25,13,recourse
geografi_11,85,83,pass
geografi_11,85,89,pass
geografi_11,38,76,recourse
geografi_11,50,62,recourse
geografi_11,88,71,pass
geografi_11,100,82,pass
geografi_11,50,72,recourse
geografi_11,82,77,pass
geografi_11,88,80,pass
geografi_11,50,61,recourse
geografi_11,94,76,pass
geografi_11,75,88,pass
geografi_11,88,84,pass
geografi_11,44,62,recourse
geografi_11,75,82,pass
